Date,Price,Open,High,Low,Vol.,Change %
8-Sep-09,102.94,103,103.05,102.39,132.91M,0.86%
4-Sep-09,102.06,100.85,102.09,100.55,142.69M,1.40%
3-Sep-09,100.65,100.4,100.77,99.59,143.57M,0.83%
2-Sep-09,99.82,99.78,100.44,99.57,171.80M,-0.38%
1-Sep-09,100.2,101.95,103.24,99.99,321.28M,-2.21%
31-Aug-09,102.46,102.37,102.58,101.79,176.05M,-0.89%
28-Aug-09,103.38,104.23,104.35,102.67,147.02M,-0.02%
27-Aug-09,103.4,103.11,103.72,101.94,196.23M,0.22%
26-Aug-09,103.17,102.84,103.64,102.49,194.62M,0.01%
25-Aug-09,103.16,103.37,104.26,102.94,215.31M,0.19%
24-Aug-09,102.96,103.39,103.95,102.59,191.28M,-0.01%
21-Aug-09,102.97,101.82,103.13,101.62,224.60M,1.96%
20-Aug-09,100.99,100.09,101.22,99.87,174.13M,1.03%
19-Aug-09,99.96,98.31,100.3,98.21,192.81M,0.88%
18-Aug-09,99.09,98.53,99.44,98.35,173.46M,0.79%
17-Aug-09,98.31,98.85,98.95,98.11,237.89M,-2.46%
14-Aug-09,100.79,101.52,101.6,99.7,199.69M,-0.77%
13-Aug-09,101.57,101.26,101.61,100.26,176.45M,0.76%
12-Aug-09,100.8,99.56,101.56,99.51,219.05M,1.07%
11-Aug-09,99.73,100.54,100.61,99.46,157.30M,-1.25%
10-Aug-09,100.99,100.74,101.22,100.27,130.90M,-0.21%
7-Aug-09,101.2,100.94,102.03,100.39,220.68M,1.31%
6-Aug-09,99.89,100.87,101.02,99.42,193.20M,-0.52%
5-Aug-09,100.41,100.77,100.86,99.58,184.73M,-0.29%
4-Aug-09,100.7,99.99,100.84,99.78,176.71M,0.26%
3-Aug-09,100.44,99.85,100.53,99.31,175.78M,1.65%
31-Jul-09,98.81,98.65,99.47,98.38,207.36M,0.14%
30-Jul-09,98.67,98.83,99.83,98.6,225.58M,1.04%
29-Jul-09,97.65,97.44,98.09,96.98,194.40M,-0.25%
28-Jul-09,97.89,97.66,98.37,97.06,186.69M,-0.47%
27-Jul-09,98.35,97.88,98.4,97.34,159.26M,0.30%
24-Jul-09,98.06,97.2,98.14,96.69,154.00M,0.41%
23-Jul-09,97.66,95.61,98.08,95.53,258.80M,2.21%
22-Jul-09,95.55,94.96,96.13,94.89,196.07M,-0.02%
21-Jul-09,95.57,95.87,95.9,94.42,217.72M,0.46%
20-Jul-09,95.13,94.68,95.29,94.19,164.18M,1.06%
17-Jul-09,94.13,94.06,94.32,93.54,138.56M,-0.02%
16-Jul-09,94.15,93,94.51,92.82,231.17M,0.95%
15-Jul-09,93.26,91.81,93.51,90.68,220.88M,2.92%
14-Jul-09,90.61,90.38,90.69,89.73,181.56M,0.57%
13-Jul-09,90.1,88.31,90.17,87.59,217.41M,2.43%
10-Jul-09,87.96,87.7,88.49,87.35,173.52M,-0.24%
9-Jul-09,88.17,88.61,88.9,87.91,163.78M,0.19%
8-Jul-09,88,88.59,88.8,87,248.05M,-0.07%
7-Jul-09,88.06,89.71,89.82,88,197.09M,-1.94%
6-Jul-09,89.8,88.94,89.93,88.66,174.50M,-0.01%
2-Jul-09,89.81,91.13,92.36,89.76,212.31M,-2.73%
1-Jul-09,92.33,92.34,93.23,92.21,173.04M,0.41%
30-Jun-09,91.95,92.72,93.06,91.27,228.89M,-0.81%
29-Jun-09,92.7,92.11,92.82,91.6,168.48M,0.94%
26-Jun-09,91.84,91.77,92.24,91.27,167.58M,-0.26%
25-Jun-09,92.08,89.67,92.17,89.57,279.41M,2.17%
24-Jun-09,90.12,90.16,91.08,89.6,211.58M,0.86%
23-Jun-09,89.35,89.47,89.88,88.85,188.31M,0.08%
22-Jun-09,89.28,91.14,91.19,89.25,251.91M,-3.00%
19-Jun-09,92.04,92.58,92.7,91.52,215.66M,-0.20%
18-Jun-09,92.22,91.69,92.67,91.25,211.73M,0.73%
17-Jun-09,91.55,91.6,92.33,90.83,223.45M,-0.10%
16-Jun-09,91.64,93.23,93.29,91.58,227.32M,-1.36%
15-Jun-09,92.9,93.96,94.02,92.4,224.19M,-2.29%
12-Jun-09,95.08,94.4,95.14,94,184.37M,0.27%
11-Jun-09,94.82,94.58,96.11,94.56,275.41M,0.44%
10-Jun-09,94.4,95.48,95.49,93.19,296.10M,-0.25%
9-Jun-09,94.64,94.69,95.14,94.02,225.13M,0.51%
8-Jun-09,94.16,93.84,95.1,93.04,238.57M,-0.41%
5-Jun-09,94.55,95.49,95.67,93.8,284.26M,0.02%
4-Jun-09,94.53,94,94.67,93.3,210.10M,0.94%
3-Jun-09,93.65,94.04,94.13,92.76,235.40M,-1.27%
2-Jun-09,94.85,94.4,95.37,87.53,230.87M,0.08%
1-Jun-09,94.77,93.67,95.17,93.43,276.25M,2.42%
29-May-09,92.53,91.42,93.7,90.68,258.64M,1.77%
28-May-09,90.92,90.46,91.34,89.1,289.09M,1.39%
27-May-09,89.67,91.44,91.75,89.53,246.31M,-1.79%
26-May-09,91.3,88.36,91.56,88.32,236.32M,2.56%
22-May-09,89.02,89.46,90,88.68,166.81M,-0.21%
21-May-09,89.21,89.46,89.8,88.26,258.99M,-1.44%
20-May-09,90.51,91.95,92.8,90.41,285.90M,-0.67%
19-May-09,91.12,91.18,91.97,90.81,206.10M,-0.12%
18-May-09,91.23,89.55,91.34,88.57,242.22M,2.84%
15-May-09,88.71,89.37,90,88.15,271.50M,-0.82%
14-May-09,89.44,88.72,90.12,88.5,260.10M,0.86%
13-May-09,88.68,89.74,90.01,88.5,269.62M,-2.52%
12-May-09,90.97,91.63,91.83,89.85,282.43M,-0.30%
11-May-09,91.24,91.7,92.11,91.04,247.92M,-1.87%
8-May-09,92.98,92.03,93.22,90.91,299.08M,2.33%
7-May-09,90.86,93.01,93.15,90.28,317.80M,-1.39%
6-May-09,92.14,91.68,92.2,90.61,291.94M,1.73%
5-May-09,90.57,90.57,90.93,89.84,243.04M,-0.34%
4-May-09,90.88,88.55,90.94,88.38,287.12M,3.40%
1-May-09,87.89,87.44,88.21,86.72,236.11M,0.54%
30-Apr-09,87.42,88.55,89.02,86.92,301.42M,0.03%
29-Apr-09,87.39,86.52,88.36,86.3,311.51M,2.13%
28-Apr-09,85.57,84.97,86.59,84.76,247.93M,-0.31%
27-Apr-09,85.84,85.68,87.01,85.54,289.58M,-0.95%
24-Apr-09,86.66,86.03,87.31,85.69,287.70M,1.51%
23-Apr-09,85.37,84.71,85.42,83.63,324.90M,0.98%
22-Apr-09,84.54,84.29,86.34,84.07,340.40M,-0.61%
21-Apr-09,85.06,82.82,85.13,82.75,300.48M,1.95%
20-Apr-09,83.43,85.54,87.05,83.34,293.69M,-4.19%
17-Apr-09,87.08,86.83,87.65,86.14,262.65M,0.67%
16-Apr-09,86.5,85.93,87.15,84.77,335.20M,1.47%
15-Apr-09,85.25,83.84,85.42,83.61,250.73M,1.07%
14-Apr-09,84.35,85.03,85.76,84.08,276.60M,-1.72%
13-Apr-09,85.83,84.92,86.54,84.58,224.85M,0.02%
9-Apr-09,85.81,84.67,85.82,84.33,269.65M,3.97%
8-Apr-09,82.53,82.06,82.94,81.54,230.40M,1.08%
7-Apr-09,81.65,82.25,82.65,81.51,259.07M,-2.33%
6-Apr-09,83.6,83.34,84.27,82.29,264.87M,-0.78%
3-Apr-09,84.26,83.49,84.28,82.67,284.65M,0.99%
2-Apr-09,83.43,83.08,84.61,81.13,476.23M,2.92%
1-Apr-09,81.06,78.53,81.42,78.33,377.02M,1.94%
31-Mar-09,79.52,79.56,81.08,79.05,364.24M,0.93%
30-Mar-09,78.79,79.8,79.87,77.96,324.11M,-3.46%
27-Mar-09,81.61,82.05,82.53,81.31,322.34M,-1.80%
26-Mar-09,83.11,82.25,83.3,81.32,422.03M,2.04%
25-Mar-09,81.45,81.23,82.7,79.06,442.00M,1.05%
24-Mar-09,80.6,81.24,82.36,80.51,328.15M,-1.97%
23-Mar-09,82.22,78.74,82.29,78.31,420.25M,7.18%
20-Mar-09,76.71,78.76,78.91,76.53,371.17M,-2.82%
19-Mar-09,78.94,80.93,81,78.69,428.60M,-1.24%
18-Mar-09,79.93,77.81,80.9,77.07,473.55M,2.24%
17-Mar-09,78.18,76.07,78.36,75.45,357.08M,3.06%
16-Mar-09,75.86,76.96,77.97,75.81,360.82M,-0.30%
13-Mar-09,76.09,76.01,76.98,74.73,337.47M,0.78%
12-Mar-09,75.5,72.62,75.75,71.97,409.82M,3.94%
11-Mar-09,72.64,73,73.75,71.83,356.81M,0.65%
10-Mar-09,72.17,69.51,72.37,69.37,406.23M,5.96%
9-Mar-09,68.11,67.95,70,67.73,379.91M,-1.18%
6-Mar-09,68.92,69.4,70.45,67.1,490.50M,0.17%
5-Mar-09,68.8,70.1,71.73,68.17,485.55M,-4.08%
4-Mar-09,71.73,71.23,72.87,70.07,462.76M,2.37%
3-Mar-09,70.07,71.61,71.7,69.64,443.76M,-0.75%
2-Mar-09,70.6,72.52,73.92,70.37,426.45M,-4.50%
27-Feb-09,73.93,74.01,75.69,73.81,470.57M,-2.23%
26-Feb-09,75.62,77.82,79.67,75.53,363.37M,-1.63%
25-Feb-09,76.87,77.14,78.42,75.63,462.04M,-0.79%
24-Feb-09,77.48,75.29,77.95,74.7,426.41M,3.79%
23-Feb-09,74.65,78.27,78.27,74.59,379.64M,-3.58%
20-Feb-09,77.42,76.73,78.34,75.77,477.18M,-0.97%
19-Feb-09,78.18,79.84,80.15,78.02,316.87M,-1.08%
18-Feb-09,79.03,79.79,79.94,78.28,362.97M,-0.24%
17-Feb-09,79.22,80.16,82.96,79.17,478.91M,-4.28%
13-Feb-09,82.76,83.55,84.24,82.74,294.00M,-1.08%
12-Feb-09,83.66,82.17,83.82,81.05,469.30M,0.07%
11-Feb-09,83.6,83.45,84.05,82.4,324.67M,0.59%
10-Feb-09,83.11,86.27,87.03,82.45,536.21M,-4.58%
9-Feb-09,87.1,86.96,87.74,86.32,240.08M,0.14%
6-Feb-09,86.98,84.86,87.34,84.68,366.10M,2.85%
5-Feb-09,84.57,82.7,85.29,77.73,417.68M,1.49%
4-Feb-09,83.33,84.3,85.37,83.04,322.99M,-0.49%
3-Feb-09,83.74,83.1,84.36,82.22,278.48M,1.40%
2-Feb-09,82.58,81.57,83.18,81.31,288.49M,-0.30%
30-Jan-09,82.83,84.98,85.4,82.21,383.46M,-2.03%
29-Jan-09,84.55,86.11,87.49,84.47,294.59M,-3.25%
28-Jan-09,87.39,86.4,87.95,86.07,330.32M,3.38%
27-Jan-09,84.53,84.13,85.15,83.3,274.11M,1.02%
26-Jan-09,83.68,83.59,85.36,82.81,318.27M,0.69%
23-Jan-09,83.11,80.9,83.99,80.57,386.80M,0.44%
22-Jan-09,82.75,82.42,84.04,81.17,427.94M,-1.55%
21-Jan-09,84.05,81.94,84.24,80.47,364.77M,4.32%
20-Jan-09,80.57,84.23,85.06,80.05,420.11M,-5.28%
16-Jan-09,85.06,85.86,85.99,83.05,399.31M,0.78%
15-Jan-09,84.4,84.12,85.25,81.72,533.81M,0.04%
14-Jan-09,84.37,85.54,85.75,83.16,435.97M,-3.15%
13-Jan-09,87.11,86.73,87.88,86.2,356.73M,0.18%
12-Jan-09,86.95,88.84,88.91,86.41,278.01M,-2.40%
9-Jan-09,89.09,91.16,91.32,85.36,331.16M,-2.14%
8-Jan-09,91.04,90.16,91.09,89.67,263.83M,0.41%
7-Jan-09,90.67,92,92.26,90.2,281.05M,-3.00%
6-Jan-09,93.47,93.64,94.45,92.68,328.48M,0.67%
5-Jan-09,92.85,92.63,94.55,91.89,240.70M,-0.12%
2-Jan-09,92.96,90.44,93.44,89.85,227.64M,3.01%
31-Dec-08,90.24,89.08,90.97,88.87,194.14M,1.43%
30-Dec-08,88.97,87.51,89.05,86.88,168.56M,2.37%
29-Dec-08,86.91,87.24,87.33,85.6,128.42M,-0.29%
26-Dec-08,87.16,87.24,87.3,86.5,74.78M,0.58%
24-Dec-08,86.66,86.45,86.87,86,62.14M,0.58%
23-Dec-08,86.16,87.53,87.93,85.8,221.77M,-1.03%
22-Dec-08,87.06,88.58,88.67,85.49,244.19M,-1.28%
19-Dec-08,88.19,89.1,90.62,88.09,301.52M,-1.23%
18-Dec-08,89.29,91.4,91.67,88.21,374.83M,-1.87%
17-Dec-08,90.99,90.84,92.43,90.06,288.10M,-0.97%
16-Dec-08,91.88,88.3,92.02,88.18,377.70M,4.71%
15-Dec-08,87.75,89.02,89.15,86.29,256.85M,-1.39%
12-Dec-08,88.99,85.55,89.07,85.2,415.14M,1.19%
11-Dec-08,87.94,89.54,91,87.37,366.33M,-2.41%
10-Dec-08,90.11,90.32,91.36,89,396.38M,0.68%
9-Dec-08,89.5,90.37,92.13,88.98,370.86M,-1.65%
8-Dec-08,91,90.34,92.38,88.08,413.02M,3.49%
5-Dec-08,87.93,83.65,88.42,82.24,472.06M,3.08%
4-Dec-08,85.3,86.06,88.05,83.74,444.34M,-2.31%
3-Dec-08,87.32,83.4,87.83,83.14,520.10M,2.40%
2-Dec-08,85.27,83.47,85.49,82.04,469.79M,3.85%
1-Dec-08,82.11,87.51,87.55,81.86,370.83M,-8.86%
28-Nov-08,90.09,88.63,90.13,88.48,119.91M,1.26%
26-Nov-08,88.97,84.3,89.19,84.24,370.32M,3.86%
25-Nov-08,85.66,87.3,87.51,83.82,454.19M,0.74%
24-Nov-08,85.03,81.92,86.98,80.36,523.46M,6.93%
21-Nov-08,79.52,77.46,80.9,74.34,718.77M,5.39%
20-Nov-08,75.45,80.13,82.51,75.05,814.18M,-7.42%
19-Nov-08,81.5,85.91,86.87,80.92,558.81M,-6.41%
18-Nov-08,87.08,85.15,87.22,82.91,524.14M,1.88%
17-Nov-08,85.47,86.38,88.56,85.16,415.54M,-1.33%
14-Nov-08,86.62,89.41,92.06,86.52,540.35M,-4.99%
13-Nov-08,91.17,86.13,91.73,82.09,753.80M,6.23%
12-Nov-08,85.82,88.23,89.77,85.12,454.33M,-4.40%
11-Nov-08,89.77,90.76,92.14,88.65,418.60M,-3.09%
10-Nov-08,92.63,95.21,95.53,90.92,301.90M,-1.31%
7-Nov-08,93.86,91.65,94,90.5,380.54M,3.30%
6-Nov-08,90.86,94.46,95.44,90.06,477.98M,-5.54%
5-Nov-08,96.19,99.2,100.71,95,390.40M,-4.20%
4-Nov-08,100.41,99.06,100.86,96.71,346.98M,3.40%
3-Nov-08,97.11,96.78,97.69,95.95,205.57M,0.29%
31-Oct-08,96.83,95.08,98.57,94.48,411.50M,0.55%
30-Oct-08,96.3,95.78,96.54,92.9,414.58M,3.46%
29-Oct-08,93.08,93.77,97.17,92.1,531.38M,-0.73%
28-Oct-08,93.76,87.34,94.24,84.53,639.94M,11.69%
27-Oct-08,83.95,85.97,89.51,83.7,400.24M,-3.55%
24-Oct-08,87.04,84.06,89.92,84,545.81M,-5.07%
23-Oct-08,91.69,90.29,92.45,85.81,634.67M,1.16%
22-Oct-08,90.64,93.2,95.86,87.53,516.17M,-5.45%
21-Oct-08,95.86,96.97,98.64,95.22,356.50M,-2.99%
20-Oct-08,98.81,95.35,99.1,94.09,321.29M,6.01%
17-Oct-08,93.21,91.99,98.59,91.65,476.77M,-0.60%
16-Oct-08,93.77,91.29,94.77,86.54,708.81M,4.17%
15-Oct-08,90.02,97.46,97.8,89.71,484.63M,-9.84%
14-Oct-08,99.85,104.7,105.53,97.11,546.69M,-1.48%
13-Oct-08,101.35,93.87,101.35,89.95,456.90M,14.52%
10-Oct-08,88.5,86.76,93.94,83.58,871.55M,-2.43%
9-Oct-08,90.7,99.66,100.62,90.25,534.76M,-6.98%
8-Oct-08,97.51,97.52,102.18,96.81,725.79M,-2.52%
7-Oct-08,100.03,106.84,107.33,99.65,540.21M,-4.48%
6-Oct-08,104.72,107.15,107.62,100.64,610.79M,-5.09%
3-Oct-08,110.34,112.86,115.45,109.68,461.83M,-1.35%
2-Oct-08,111.85,114.95,115.11,111.06,365.63M,-3.63%
1-Oct-08,116.06,115.27,116.69,113.95,333.08M,0.06%
30-Sep-08,115.99,113.51,116.8,110.53,328.51M,4.14%
29-Sep-08,111.38,119.18,121.18,110.97,459.56M,-7.84%
26-Sep-08,120.85,118.83,121.5,118.51,285.92M,0.05%
25-Sep-08,120.79,119.4,121.91,118.44,328.25M,1.56%
24-Sep-08,118.93,119.35,120,117.79,311.87M,0.32%
23-Sep-08,118.55,120.85,122.02,118.28,328.23M,-2.28%
22-Sep-08,121.31,124.45,124.75,120.36,249.97M,-2.26%
19-Sep-08,124.12,126.7,128,116.52,501.14M,3.37%
18-Sep-08,120.07,118.05,121.79,113.8,776.11M,2.97%
17-Sep-08,116.61,119.64,121.85,116,624.10M,-4.50%
16-Sep-08,122.1,117.2,122.32,117,581.74M,1.67%
15-Sep-08,120.09,121.63,125.65,119.89,483.61M,-4.76%
12-Sep-08,126.09,124.29,126.21,123.83,297.85M,0.46%
11-Sep-08,125.51,122.12,125.74,121.6,375.37M,1.45%
10-Sep-08,123.72,123.89,124.9,122.55,298.92M,0.41%
9-Sep-08,123.22,127.1,127.36,122.8,377.33M,-2.97%
8-Sep-08,126.99,128.04,128.24,124.42,364.15M,2.07%
5-Sep-08,124.42,123.29,124.95,122,289.51M,0.31%
4-Sep-08,124.03,126.97,127.23,123.96,340.44M,-3.01%
3-Sep-08,127.88,127.88,128.5,126.93,251.95M,-0.09%
2-Sep-08,127.99,130.03,130.71,127.52,252.47M,-0.62%
29-Aug-08,128.79,129.73,130.14,128.51,189.21M,-1.08%
28-Aug-08,130.19,129.28,130.34,128.63,167.54M,1.21%
27-Aug-08,128.63,127.55,128.83,127.3,171.03M,0.97%
26-Aug-08,127.39,127.02,127.87,126.58,159.12M,0.29%
25-Aug-08,127.02,128.8,129.65,126.75,171.94M,-2.03%
22-Aug-08,129.65,128.67,129.65,127.8,167.72M,1.45%
21-Aug-08,127.8,126.75,128.44,126.6,180.61M,0.17%
20-Aug-08,127.58,127.39,127.95,126.34,225.50M,0.46%
19-Aug-08,126.99,127.42,128.12,126.53,194.67M,-1.09%
18-Aug-08,128.39,130.43,130.48,127.66,172.28M,-1.37%
15-Aug-08,130.17,129.93,130.5,129.3,181.01M,0.49%
14-Aug-08,129.54,127.84,130.28,127.75,239.56M,0.75%
13-Aug-08,128.57,128.79,129.65,127.67,256.47M,-0.60%
12-Aug-08,129.35,130.28,130.7,128.73,213.20M,-1.04%
11-Aug-08,130.71,129.47,131.51,129.23,249.43M,1.04%
8-Aug-08,129.37,126.58,129.93,126.38,260.81M,1.86%
7-Aug-08,127.01,127.96,129.06,126.54,246.31M,-1.49%
6-Aug-08,128.93,128.02,129.3,127.48,209.56M,0.44%
5-Aug-08,128.36,126.02,128.56,124.97,251.62M,2.70%
4-Aug-08,124.99,126.04,126.14,124.76,188.25M,-0.93%
1-Aug-08,126.16,127.12,127.28,125.46,248.70M,-0.53%
31-Jul-08,126.83,127.4,128.57,126.63,277.40M,-1.32%
30-Jul-08,128.53,127.11,128.6,126.28,354.71M,1.78%
29-Jul-08,126.28,123.98,126.38,123.64,261.51M,2.14%
28-Jul-08,123.64,125.51,126.06,123.42,205.20M,-1.47%
25-Jul-08,125.48,125.89,126.49,125.17,219.13M,-0.02%
24-Jul-08,125.51,128.34,128.41,125.16,248.63M,-2.08%
23-Jul-08,128.17,127.89,129.15,127.55,311.70M,0.54%
22-Jul-08,127.48,125.15,127.8,124.85,296.90M,1.13%
21-Jul-08,126.05,126.51,126.8,125.19,222.86M,0.06%
18-Jul-08,125.98,126.17,126.42,125.15,267.03M,0.62%
17-Jul-08,125.2,125.14,126.26,124.09,375.49M,1.00%
16-Jul-08,123.96,121.45,124.57,121.1,371.64M,2.45%
15-Jul-08,120.99,121.8,123.49,120.02,502.50M,-1.41%
14-Jul-08,122.72,125.26,125.5,122.4,322.72M,-0.90%
11-Jul-08,123.84,123.97,125.9,122.49,481.12M,-1.17%
10-Jul-08,125.3,124.43,125.79,123.58,436.48M,0.41%
9-Jul-08,124.79,127.5,127.74,124.39,336.79M,-1.93%
8-Jul-08,127.24,124.99,127.39,124.2,376.23M,1.78%
7-Jul-08,125.02,126.79,127.34,123.92,372.43M,-1.02%
3-Jul-08,126.31,127.11,127.11,124.99,239.36M,0.10%
2-Jul-08,126.18,128.79,129.16,125.95,291.22M,-1.71%
1-Jul-08,128.38,126.52,128.47,125.93,388.62M,0.31%
30-Jun-08,127.98,127.89,128.91,127.3,258.89M,0.35%
27-Jun-08,127.53,128.28,128.86,127.03,303.42M,-0.55%
26-Jun-08,128.23,130.57,131.42,128.08,297.77M,-2.72%
25-Jun-08,131.81,131.72,133.4,131.24,287.85M,0.47%
24-Jun-08,131.19,131.05,132.44,130.19,267.30M,-0.20%
23-Jun-08,131.45,132.09,132.23,131.32,165.12M,-0.10%
20-Jun-08,131.58,132.84,133.09,131.22,289.28M,-2.11%
19-Jun-08,134.42,134.15,135.24,132,304.31M,0.13%
18-Jun-08,134.25,134.69,135.52,133.71,266.97M,-0.97%
17-Jun-08,135.57,137.07,137.12,135.37,191.74M,-0.48%
16-Jun-08,136.23,135.55,136.93,135.46,185.83M,0.06%
13-Jun-08,136.15,135.17,136.52,134.42,244.73M,1.26%
12-Jun-08,134.45,134.6,135.87,133.52,252.79M,0.38%
11-Jun-08,133.94,135.97,136.26,133.93,284.06M,-1.47%
10-Jun-08,135.94,135.67,137.1,135.35,260.23M,-0.50%
9-Jun-08,136.62,136.86,137.5,135.41,228.26M,0.24%
6-Jun-08,136.29,139.55,139.8,136.22,384.28M,-3.19%
5-Jun-08,140.78,138.58,140.89,138.32,237.87M,2.00%
4-Jun-08,138.02,137.7,139.16,137.46,246.73M,-0.05%
3-Jun-08,138.09,139.3,139.62,137.23,272.05M,-0.58%
2-Jun-08,138.9,139.83,139.86,138,181.07M,-1.03%
30-May-08,140.35,140.47,140.74,139.94,117.36M,0.25%
29-May-08,140,139.13,140.93,139.08,173.93M,0.50%
28-May-08,139.3,139.17,140,138,181.29M,0.46%
27-May-08,138.66,137.8,139,137.53,168.32M,0.74%
23-May-08,137.64,139.05,139.66,137.52,181.44M,-1.34%
22-May-08,139.51,139.43,140.17,139,170.82M,0.01%
21-May-08,139.49,141.81,142.12,139,252.72M,-1.69%
20-May-08,141.89,142.27,142.34,141,178.55M,-0.81%
19-May-08,143.05,142.81,144.3,142.3,165.70M,0.27%
16-May-08,142.66,142.86,142.87,141.61,204.24M,0.09%
15-May-08,142.53,141.04,142.63,140.83,166.93M,1.25%
14-May-08,140.77,141.07,142.2,140.46,181.91M,0.21%
13-May-08,140.48,140.8,140.89,139.73,159.14M,0.01%
12-May-08,140.46,139.25,140.56,138.73,150.91M,1.12%
9-May-08,138.9,138.6,139.39,138.45,152.59M,-0.19%
8-May-08,139.16,139.74,140.32,138.98,178.32M,-0.26%
7-May-08,139.52,141.89,142.04,139.13,199.27M,-1.78%
6-May-08,142.05,140.01,142.2,139.69,179.34M,0.87%
5-May-08,140.83,141.05,141.61,140.41,118.51M,-0.48%
2-May-08,141.51,142.33,142.37,140.56,181.59M,0.28%
1-May-08,141.12,138.39,141.12,138.27,187.28M,2.07%
30-Apr-08,138.26,139.29,140.59,138.26,208.40M,-0.59%
29-Apr-08,139.08,139.39,139.73,138.61,125.51M,-0.39%
28-Apr-08,139.63,139.88,140.25,139.38,105.62M,0.02%
25-Apr-08,139.6,139.41,139.89,137.91,190.79M,0.93%
24-Apr-08,138.32,138.08,139.74,137.04,229.38M,0.44%
23-Apr-08,137.72,138.09,138.78,137.12,193.31M,-0.16%
22-Apr-08,137.94,138.19,138.37,136.64,162.17M,-0.44%
21-Apr-08,138.55,138.23,138.98,136.87,118.59M,0.05%
18-Apr-08,138.48,138.94,139.56,138.26,218.53M,1.04%
17-Apr-08,137.05,136.02,137.25,135.66,179.71M,0.15%
16-Apr-08,136.85,134.54,136.93,134.4,189.27M,2.71%
15-Apr-08,133.24,133.58,133.69,132.33,172.39M,0.23%
14-Apr-08,132.93,133.19,133.54,132.55,160.52M,-0.34%
11-Apr-08,133.38,134.45,135.98,133.01,222.97M,-1.94%
10-Apr-08,136.02,135.39,136.67,134.9,192.97M,0.14%
9-Apr-08,135.83,136.61,136.8,134.89,195.61M,-0.72%
8-Apr-08,136.82,136.19,137.16,135.95,148.94M,-0.10%
7-Apr-08,136.96,137.87,138.57,136.74,154.38M,0.05%
4-Apr-08,136.89,137.12,137.96,136.12,204.47M,-0.11%
3-Apr-08,137.04,135.94,137.44,135.71,175.88M,0.25%
2-Apr-08,136.7,137.06,137.67,135.98,210.91M,0.07%
1-Apr-08,136.61,133.71,136.84,133.51,254.55M,3.52%
31-Mar-08,131.97,131.29,132.73,131.09,166.69M,0.35%
28-Mar-08,131.51,132.99,133.36,131.06,180.92M,-0.96%
27-Mar-08,132.78,134.2,134.44,132.36,225.15M,-0.32%
26-Mar-08,133.2,134.46,135.09,133.11,196.93M,-1.22%
25-Mar-08,134.85,134.86,135.55,133.77,192.95M,0.10%
24-Mar-08,134.72,133.31,135.81,133.24,209.11M,2.00%
20-Mar-08,132.08,130.05,132.91,129.26,245.32M,1.35%
19-Mar-08,130.32,134.14,134.65,130.04,345.97M,-2.48%
18-Mar-08,133.63,130.62,133.69,129.98,334.42M,4.15%
17-Mar-08,128.3,126.57,129.26,126.07,405.31M,-1.01%
14-Mar-08,129.61,132.77,132.81,127.78,484.69M,-1.55%
13-Mar-08,131.65,129.61,132.64,128.6,351.88M,0.22%
12-Mar-08,131.36,132.73,133.77,131.16,229.16M,-0.94%
11-Mar-08,132.6,130.72,132.72,127.72,341.88M,3.59%
10-Mar-08,128,129.81,129.93,127.59,235.68M,-1.32%
7-Mar-08,129.71,129.63,131.74,128.58,326.43M,-1.03%
6-Mar-08,131.06,132.98,133.22,130.55,247.91M,-2.07%
5-Mar-08,133.83,133.41,134.77,132.34,270.68M,0.63%
4-Mar-08,132.99,132.23,133.4,130.99,282.51M,-0.38%
3-Mar-08,133.5,133.14,133.81,132.24,195.61M,-0.24%
29-Feb-08,133.82,135.6,137.02,132.78,252.72M,-2.23%
28-Feb-08,136.87,137.24,137.96,136.55,170.83M,-0.98%
27-Feb-08,138.22,137.56,139.14,137.41,168.40M,-0.10%
26-Feb-08,138.36,136.75,138.95,136.5,212.42M,0.75%
25-Feb-08,137.33,135.54,137.65,134.78,190.11M,1.26%
22-Feb-08,135.62,134.97,135.85,132.86,205.49M,0.62%
21-Feb-08,134.79,136.66,137.01,134.07,201.05M,-0.83%
20-Feb-08,135.92,133.99,137.6,133.76,220.71M,0.30%
19-Feb-08,135.52,136.69,136.89,134.61,145.19M,0.28%
15-Feb-08,135.14,134.55,136.1,133.36,154.11M,-0.02%
14-Feb-08,135.17,136.95,137,134.79,215.21M,-0.88%
13-Feb-08,136.37,136.01,137.1,135.14,181.97M,1.02%
12-Feb-08,134.99,134.91,136.31,133.98,256.65M,0.93%
11-Feb-08,133.75,133.1,134.23,132.04,188.58M,0.51%
8-Feb-08,133.07,133.09,134.22,132.1,221.64M,-0.64%
7-Feb-08,133.93,131.8,134.79,131.73,297.54M,0.66%
6-Feb-08,133.05,134.58,135.25,132.41,250.79M,-0.81%
5-Feb-08,134.13,135.94,136.25,133.67,286.88M,-2.68%
4-Feb-08,137.82,139.21,139.3,137.64,124.69M,-1.26%
1-Feb-08,139.58,137.94,139.61,137.52,206.84M,1.61%
31-Jan-08,137.37,133.4,138.54,133.2,343.68M,1.82%
30-Jan-08,134.91,135.58,138.54,134.6,334.94M,-0.74%
29-Jan-08,135.91,136.1,136.45,134.88,168.97M,0.50%
28-Jan-08,135.24,133.26,135.52,132.06,217.93M,1.65%
25-Jan-08,133.04,136.51,136.76,132.6,269.60M,-1.44%
